Post Date,Description,Debit,Status,Balance,date,amount,vendor_group,amount_grouped
4/6/2025,"Withdrawal Debit Card MC Debit Gator/IONOS INC. CHESTERBROOK PA
Date 04/05/25 0 5095015218 1 4816
Card 1247",18.0,Posted,1194.7,2025-04-06,18.0,"Withdrawal Debit Card MC Debit Gator/IONOS INC. CHESTERBROOK PA
Date 06/05/25 0 5156041339 1 4816
Card 1247",18.0
4/4/2025,"Withdrawal ACH XAI LLC/TYPE: XAI LLC ID: 1800948598 CO: XAI LLC
NAME: STEVEN J CHAPLINSKI
Entry Class Code: WEB",5.0,Posted,1212.7,2025-04-04,5.0,"Withdrawal ACH XAI LLC/TYPE: XAI LLC ID: 1800948598 CO: XAI LLC
NAME: STEVEN J CHAPLINSKI
Entry Class Code: WEB",5.0
4/4/2025,"Withdrawal Debit Card MC Debit Gator/HOSTINGER* HOSTINGER.C WILMINGTON DE
Date 04/04/25 0 5094028682 1 7372
Card 1247",13.17,Posted,1217.7,2025-04-04,13.17,"Recurring Withdrawal Debit Card - MC Debit Gator/HOSTINGER* HOSTINGER.C WILMINGTON DE
Date 05/05/25 0 5125011239 1 7372
Card 1247",13.17
4/4/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CA
Date 04/03/25 0 5093962196 0 5818
Card 1247",2.99,Posted,1230.87,2025-04-04,2.99,Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CADate 01/05/25 0 5005839185 0 5818Card 1247,2.99
4/3/2025,"Withdrawal Bill Payment #000000362529/CS Addtl Storage Park Avenue,345
CA
Card 1247",9.99,Posted,1233.86,2025-04-03,9.99,"Withdrawal Bill Payment #000000362529/CS Addtl Storage Park Avenue,345
CA
Card 1247",9.99
4/3/2025,"Withdrawal Bill Payment #000000366741/Adobe Park Avenue,345 adobe.com CA
Card 1247",19.99,Posted,1243.85,2025-04-03,19.99,"Withdrawal Bill Payment #000000366741/Adobe Park Avenue,345 adobe.com CA
Card 1247",19.99
4/3/2025,"Withdrawal POS #000000995800/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",18.41,Posted,1263.84,2025-04-03,18.41,"Withdrawal POS #000000666979/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",18.575
4/3/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/NOTION LABS, INC. SAN FRANCISC CA
Date 04/02/25 0 5092100172 1 7372
Card 1247",22.0,Posted,1282.25,2025-04-03,22.0,"Recurring Withdrawal Debit Card - MC Debit Gator/NOTION LABS, INC. SAN FRANCISC CA
Date 06/02/25 0 5153210973 1 7372
Card 1247",22.0
4/2/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/MYDESIGNS - PRO - MON LAS VEGAS NV
Date 04/01/25 0 5091214195 1 5734
Card 1247",49.99,Posted,1304.25,2025-04-02,49.99,"Recurring Withdrawal Debit Card - MC Debit Gator/MYDESIGNS - PRO - MON LAS VEGAS NV
Date 06/01/25 0 5152146505 1 5734
Card 1247",49.99
4/2/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/PARAMOUNT+ WEST HOLLYWO CA
Date 04/01/25 0 5091067744 1 4899
Card 1247",14.96,Posted,1354.24,2025-04-02,14.96,Recurring Withdrawal Debit Card - MC Debit Gator/PARAMOUNT+ WEST HOLLYWO CADate 01/01/25 0 5001909499 0 4899Card 1247,14.96
4/2/2025,"Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157
CO: Watson Realty Co
NAME: Steven chaplinskiEntry Class Code: WEB",1179.0,Posted,1369.2,2025-04-02,1179.0,"Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157
CO: Watson Realty Co
NAME: Steven chaplinskiEntry Class Code: WEB",1179.0
4/2/2025,"Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719
CO: FLUENT-Gainesvil
NAME: steven chaplinskiEntry Class Code: WEB",25.0,Posted,2548.2,2025-04-02,25.0,"Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719
CO: FLUENT-Gainesvil
NAME: steven chaplinskiEntry Class Code: WEB",25.0
4/2/2025,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550
CO: AppFolio, Inc. F
NAME: Steven chaplinskiEntry Class Code: WEB",2.49,Posted,2573.2,2025-04-02,2.49,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550
CO: AppFolio, Inc. F
NAME: Steven chaplinskiEntry Class Code: WEB",2.49
4/1/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/PADDLE.NET* SETAPP NEW YORK NY
Date 04/01/25 0 5091930268 0 5817
Card 1247",9.99,Posted,2575.69,2025-04-01,9.99,"Recurring Withdrawal Debit Card - MC Debit Gator/PADDLE.NET* SETAPP NEW YORK NY
Date 05/31/25 0 5151555568 2 5817
Card 1247",9.99
4/1/2025,"Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CA
Date 03/31/25 0 5090929413 0 5411
Card 1247",52.0,Posted,2585.68,2025-04-01,52.0,Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 03/13/25 0 5072883709 0 5411Card 1247,52.0
4/1/2025,"Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEE
Date 03/31/25 0 5090929332 0 5817
Card 1247",0.08,Posted,2637.68,2025-04-01,0.08,"Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEE
Date 03/31/25 0 5090929332 0 5817
Card 1247",0.11399999999999999
4/1/2025,"Withdrawal Debit Card MC Debit Gator/OBSIDIAN.MD OAKVILLE NOR ON
Date 03/31/25 0 5090929332 0 5817
Card 1247",10.0,Posted,2637.76,2025-04-01,10.0,"Withdrawal Debit Card MC Debit Gator/OBSIDIAN.MD OAKVILLE NOR ON
Date 03/31/25 0 5090929332 0 5817
Card 1247",10.0
4/1/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/FS *RAINDROP.IO SANTA BARBAR CA
Date 03/31/25 0 5090928275 0 5734
Card 1247",3.0,Posted,2647.76,2025-04-01,3.0,"Recurring Withdrawal Debit Card - MC Debit Gator/FS *RAINDROP.IO SANTA BARBAR CA
Date 04/30/25 0 5120038015 1 5734
Card 1247",3.0
4/1/2025,"Withdrawal POS #000020856446/GOOGLE *YouTubePremium 1600 Amphitheatre
Parkw Mountain View CA
Card 1247",15.92,Posted,2646.69,2025-04-01,15.92,"Withdrawal POS #000020312090/GOOGLE *YouTubePremium 1600 Amphitheatre
Parkw Mountain View CA
Card 1247",15.92
4/1/2025,"Withdrawal POS #000000904370/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",18.41,Posted,2662.61,2025-04-01,18.41,"Withdrawal POS #000000666979/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",18.575
3/31/2025,"Withdrawal Debit Card MC Debit Gator/ANTHROPIC SAN FRANCISC CA
Date 03/30/25 0 5089101571 1 5734
Card 1247",5.0,Posted,2681.02,2025-03-31,5.0,"Withdrawal Debit Card MC Debit Gator/VIDIQ SAN FRANCISC CA
Date 05/31/25 0 5151573162 0 5734
Card 1247",5.0
3/31/2025,"Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEE
Date 03/30/25 0 5089099408 1 5817
Card 1247",0.08,Posted,2686.02,2025-03-31,0.08,"Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEE
Date 03/31/25 0 5090929332 0 5817
Card 1247",0.11399999999999999
3/31/2025,"Withdrawal Debit Card MC Debit Gator/HAILUOAI.VIDEO SINGAPORE SG
Date 03/30/25 0 5089099408 1 5817
Card 1247",9.99,Posted,2686.1,2025-03-31,9.99,"Withdrawal Debit Card MC Debit Gator/HAILUOAI.VIDEO SINGAPORE SG
Date 03/30/25 0 5089099408 1 5817
Card 1247",9.99
3/31/2025,"Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEE
Date 03/30/25 0 5089270441 0 4816
Card 1247",0.04,Posted,2696.09,2025-03-31,0.04,"Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEE
Date 03/31/25 0 5090929332 0 5817
Card 1247",0.11399999999999999
3/31/2025,"Withdrawal Debit Card MC Debit Gator/PAYPAL *SHENDUQRWEA 4029357733 HK
Date 03/30/25 0 5089270441 0 4816
Card 1247",5.3,Posted,2696.13,2025-03-31,5.3,"Withdrawal Debit Card MC Debit Gator/PAYPAL *SHENDUQRWEA 4029357733 HK
Date 03/30/25 0 5089270441 0 4816
Card 1247",5.3
3/31/2025,"Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719
CO: FLUENT-Gainesvil
NAME: steven chaplinskiEntry Class Code: WEB",35.0,Posted,2701.43,2025-03-31,35.0,"Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719
CO: FLUENT-Gainesvil
NAME: steven chaplinskiEntry Class Code: WEB",35.0
3/31/2025,"Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719
CO: FLUENT-Gainesvil
NAME: steven chaplinskiEntry Class Code: WEB",25.0,Posted,2736.43,2025-03-31,25.0,"Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719
CO: FLUENT-Gainesvil
NAME: steven chaplinskiEntry Class Code: WEB",25.0
3/30/2025,"Withdrawal POS #000000828055/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",18.41,Posted,2761.43,2025-03-30,18.41,"Withdrawal POS #000000216148/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",18.41
3/30/2025,"Withdrawal POS #000000362248/AMAZON.COM*S368X2NI3 SEATTLE WA
Card 1247",10.74,Posted,2779.84,2025-03-30,10.74,"Withdrawal POS #000000134088/AMAZON.COM*N888H1072 SEATTLE WA
Card 1247",10.46
3/30/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI SAN FRANCISC CA
Date 03/29/25 0 5088560328 2 5734
Card 1247",6.36,Posted,2790.58,2025-03-30,6.36,Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI SAN FRANCISC CADate 03/08/25 0 5067339145 0 5734Card 1247,6.29875
3/30/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/SUPERPOWER CHATGPT MIDDLETOWN DE
Date 03/29/25 0 5088037830 1 5734
Card 1247",15.0,Posted,2796.94,2025-03-30,15.0,"Recurring Withdrawal Debit Card - MC Debit Gator/SUPERPOWER CHATGPT MIDDLETOWN DE
Date 06/05/25 0 5156229550 1 5734
Card 1247",15.0
3/30/2025,"Withdrawal Debit Card MC Debit Gator/IONOS INC. CHESTERBROOK PA
Date 03/29/25 0 5088910148 0 4816
Card 1247",3.5,Posted,2811.94,2025-03-30,3.5,"Withdrawal Debit Card MC Debit Gator/IONOS INC. CHESTERBROOK PA
Date 06/05/25 0 5156041339 1 4816
Card 1247",3.0
3/30/2025,"Withdrawal Debit Card MC Debit Gator/WALGREENS #5024 GAINESVILLE FL
Date 03/28/25 0 5087551811 2 5912
Card 1247",15.0,Posted,2815.44,2025-03-30,15.0,"Withdrawal Debit Card MC Debit Gator/WALGREENS #9304 GAINESVILLE FL
Date 05/30/25 0 5150232309 1 5912
Card 1247",15.0
3/30/2025,"Withdrawal Debit Card MC Debit Gator/CIRCLE K # 06782 GAINESVILLE FL
Date 03/28/25 0 5087904842 0 5499
Card 1247",19.33,Posted,2830.44,2025-03-30,19.33,"Withdrawal Debit Card MC Debit Gator/CIRCLE K # 06782 GAINESVILLE FL
Date 04/09/25 0 5099980889 0 5499
Card 1247",19.54
3/30/2025,"Withdrawal POS #000000000089/AMAZON.COM*NF6Z16BF3 SEATTLE WA
Card 1247",20.36,Posted,2849.77,2025-03-30,20.36,"Withdrawal POS #000000000003/AMAZON.COM*1U8092W83 SEATTLE WA
Card 1247",20.36
3/28/2025,"Withdrawal POS #000000721608/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",18.41,Posted,2870.13,2025-03-28,18.41,"Withdrawal POS #000000216148/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",18.41
3/28/2025,"Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CA
Date 03/27/25 0 5086352176 0 5411
Card 1247",63.11,Posted,2888.54,2025-03-28,63.11,Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 03/13/25 0 5072883709 0 5411Card 1247,63.11
3/28/2025,"Withdrawal Debit Card MC Debit Gator/CIRCLE K # 06782 GAINESVILLE FL
Date 03/26/25 0 5085313150 1 5499
Card 1247",3.86,Posted,2951.65,2025-03-28,3.86,Withdrawal Debit Card MC Debit Gator/CIRCLE K # 06782 GAINESVILLE FLDate 01/31/25 0 5031331003 1 5499Card 1247,3.86
3/28/2025,"Withdrawal POS #000010144479/WALGREENS 2415 SW 75TH 2415 SW 75TH ST
GAINESVILLE FL
Card 1247",17.03,Posted,2955.51,2025-03-28,17.03,"Withdrawal POS #000010144479/WALGREENS 2415 SW 75TH 2415 SW 75TH ST
GAINESVILLE FL
Card 1247",17.03
3/27/2025,"Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CA
Date 03/26/25 0 5085947835 0 5411
Card 1247",35.13,Posted,2972.54,2025-03-27,35.13,Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 03/13/25 0 5072883709 0 5411Card 1247,35.565
3/27/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CA
Date 03/26/25 0 5085687073 0 5818
Card 1247",15.99,Posted,3007.67,2025-03-27,15.99,Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CADate 01/05/25 0 5005839185 0 5818Card 1247,15.99
3/27/2025,"Withdrawal POS #000000666979/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",18.41,Posted,3023.66,2025-03-27,18.41,"Withdrawal POS #000000666979/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",18.575
3/26/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/IC* INSTACART*SUBSCRIP SAN FRANCISC CA
Date 03/25/25 0 5084015896 1 5411
Card 1247",9.99,Posted,-7.93,2025-03-26,9.99,"Recurring Withdrawal Debit Card - MC Debit Gator/IC* INSTACART*SUBSCRIP SAN FRANCISC CA
Date 05/27/25 0 5147989663 0 5411
Card 1247",9.99
3/26/2025,"Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719
CO: FLUENT-Gainesvil
NAME: steven chaplinskiEntry Class Code: WEB",20.0,Posted,2.06,2025-03-26,20.0,"Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719
CO: FLUENT-Gainesvil
NAME: steven chaplinskiEntry Class Code: WEB",20.5
3/26/2025,"Withdrawal POS #000096294989/FAST TRACK #200 GAINESVILLE GAINESVILLE
Card 1247",11.35,Posted,22.06,2025-03-26,11.35,"Withdrawal POS #000096294989/FAST TRACK #200 GAINESVILLE GAINESVILLE
Card 1247",11.35
3/25/2025,"Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CA
Date 03/24/25 0 5083900436 0 5411
Card 1247",29.0,Posted,33.41,2025-03-25,29.0,Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 03/13/25 0 5072883709 0 5411Card 1247,29.0
3/24/2025,"Withdrawal POS #000000564898/WAWA 5325 2373 SW ARCHER ROAD
FL
Card 1247",14.71,Posted,12.41,2025-03-24,14.71,"Withdrawal POS #000000564898/WAWA 5325 2373 SW ARCHER ROAD
FL
Card 1247",14.71
3/23/2025,"Withdrawal POS #000000519848/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",19.9,Posted,27.12,2025-03-23,19.9,"Withdrawal POS #000000216148/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",20.33
3/23/2025,"Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CA
Date 03/22/25 0 5081791779 0 5411
Card 1247",1.25,Posted,47.02,2025-03-23,1.25,Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 03/13/25 0 5072883709 0 5411Card 1247,1.125
3/23/2025,"Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CA
Date 03/22/25 0 5081281165 0 5411
Card 1247",52.02,Posted,48.27,2025-03-23,52.02,"Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CA
Date 03/22/25 0 5081791779 0 5411
Card 1247",52.02
3/23/2025,"Recurring Withdrawal Bill Payment - #000000017652/NETFLIX COM LOS GATOS CA
Card 1247",20.71,Posted,100.29,2025-03-23,20.71,"Recurring Withdrawal Bill Payment - #000000017652/NETFLIX COM LOS GATOS CA
Card 1247",20.71
3/22/2025,"Withdrawal POS #000000936870/AMAZON.COM*V86L723P3 SEATTLE WA
Card 1247",20.36,Posted,121.0,2025-03-22,20.36,"Withdrawal POS #000000134088/AMAZON.COM*N888H1072 SEATTLE WA
Card 1247",20.295
3/22/2025,"Withdrawal ATM Fee/EFT 3401 W University Ave Gainesville FL
Card 1247",2.0,Posted,141.36,2025-03-22,2.0,"Withdrawal ATM Fee/EFT 3401 W University Ave Gainesville FL
Card 1247",2.0
3/22/2025,"Withdrawal at ATM #000000776623/EFT 3401 W University Ave Gainesville FL
Card 1247",23.0,Posted,143.36,2025-03-22,23.0,"Withdrawal at ATM #000000776623/EFT 3401 W University Ave Gainesville FL
Card 1247",23.0
3/22/2025,"Withdrawal POS #000000470173/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",21.84,Posted,166.36,2025-03-22,21.84,"Withdrawal POS #000000347331/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",21.84
3/21/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/CANVA* I04461-36076553 CAMDEN DE
Date 03/20/25 0 5079931674 0 7333
Card 1247",12.99,Posted,-11.8,2025-03-21,12.99,"Recurring Withdrawal Debit Card - MC Debit Gator/CANVA* I04522-50593645 CAMDEN DE
Date 05/20/25 0 5140963894 0 7333
Card 1247",12.99
3/21/2025,"Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CA
Date 03/20/25 0 5079931393 0 5411
Card 1247",36.0,Posted,1.19,2025-03-21,36.0,Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 03/13/25 0 5072883709 0 5411Card 1247,35.565
3/20/2025,"Withdrawal POS #000000402629/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",19.9,Posted,37.19,2025-03-20,19.9,"Withdrawal POS #000000666979/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",19.685
3/20/2025,"Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719
CO: FLUENT-Gainesvil
NAME: steven chaplinskiEntry Class Code: WEB",15.0,Posted,57.09,2025-03-20,15.0,"Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719
CO: FLUENT-Gainesvil
NAME: steven chaplinskiEntry Class Code: WEB",15.0
3/19/2025,"Withdrawal POS #000000336821/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",23.87,Posted,72.09,2025-03-19,23.87,"Withdrawal POS #000000216148/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",23.655
3/19/2025,"Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CA
Date 03/18/25 0 5077362198 0 5411
Card 1247",43.0,Posted,95.96,2025-03-19,43.0,Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 03/13/25 0 5072883709 0 5411Card 1247,43.0
3/19/2025,"Withdrawal Debit Card MC Debit Gator/WAWA 5325 GAINESVILLE FL
Date 03/18/25 0 5077155043 1 5541
Card 1247",16.64,Posted,138.96,2025-03-19,16.64,"Withdrawal Debit Card MC Debit Gator/WAWA 5325 GAINESVILLE FL
Date 03/18/25 0 5077155043 1 5541
Card 1247",16.64
3/18/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/AMAZON PRIME*RT81V9UJ3 AMZN.COM/BIL WA
Date 03/17/25 0 5076013448 1 5968
Card 1247",15.13,Posted,155.6,2025-03-18,15.13,"Recurring Withdrawal Debit Card - MC Debit Gator/AMAZON PRIME*NZ72M6V92 AMZN.COM/BIL WA
Date 05/17/25 0 5137026065 1 5968
Card 1247",15.13
3/18/2025,"Withdrawal POS #000000293182/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",23.44,Posted,170.73,2025-03-18,23.44,"Withdrawal POS #000000216148/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",23.655
3/17/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI SAN FRANCISC CA
Date 03/17/25 0 5076063070 1 5734
Card 1247",6.06,Posted,194.17,2025-03-17,6.06,Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI SAN FRANCISC CADate 03/08/25 0 5067339145 0 5734Card 1247,6.29875
3/17/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CA
Date 03/16/25 0 5075055681 1 5818
Card 1247",21.99,Posted,200.23,2025-03-17,21.99,Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CADate 01/05/25 0 5005839185 0 5818Card 1247,21.99
3/17/2025,"Withdrawal POS #000000237561/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",21.84,Posted,222.22,2025-03-17,21.84,"Withdrawal POS #000000216148/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",21.84
3/16/2025,"Withdrawal POS #000000209606/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",18.41,Posted,244.06,2025-03-16,18.41,"Withdrawal POS #000000666979/SUNOCO 8002212501 4234 SW 20TH AVE
GAINESVILLE FL
Card 1247",18.575
3/16/2025,"Withdrawal Bill Payment #000000406377/APPLE COM ONE APPLE PARK WAY ONE APPLE
CA
Card 1247",0.99,Posted,262.47,2025-03-16,0.99,"Withdrawal Bill Payment #000000176250/APPLE COM ONE APPLE PARK WAY ONE APPLE
CA
Card 1247",0.99
3/14/2025,Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 03/13/25 0 5072883709 0 5411Card 1247,72.0,Posted,263.46,2025-03-14,72.0,Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 03/13/25 0 5072883709 0 5411Card 1247,72.0
3/14/2025,Withdrawal POS #000000138065/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,23.65,Posted,335.46,2025-03-14,23.65,Withdrawal POS #000000231268/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,24.119999999999997
3/12/2025,Withdrawal POS #000000029649/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,19.9,Posted,359.11,2025-03-12,19.9,Withdrawal POS #000000231268/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,19.955
3/11/2025,Withdrawal Debit Card MC Debit Gator/AMAZON PRIME*CU90U9EJ3 AMZN.COM/BIL WADate 03/11/25 0 5070388912 1 5818Card 1247,3.4,Posted,379.01,2025-03-11,3.4,Withdrawal Debit Card MC Debit Gator/AMAZON PRIME*CU90U9EJ3 AMZN.COM/BIL WADate 03/11/25 0 5070388912 1 5818Card 1247,3.4
3/10/2025,Withdrawal Debit Card MC Debit Gator/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 03/09/25 0 5068009425 1 4900Card 1247,182.55,Posted,382.41,2025-03-10,182.55,Withdrawal Debit Card MC Debit Gator/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 03/09/25 0 5068009425 1 4900Card 1247,182.55
3/10/2025,Withdrawal Debit Card MC Debit Gator/COX GAINESVILLE COMM 800-234-3993 FLDate 03/09/25 0 5068137922 1 4899Card 1247,156.13,Posted,564.96,2025-03-10,156.13,Withdrawal Debit Card MC Debit Gator/COX GAINESVILLE COMM 800-234-3993 FLDate 03/09/25 0 5068137922 1 4899Card 1247,156.13
3/10/2025,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,75.0,Posted,721.09,2025-03-10,75.0,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,75.0
3/10/2025,Withdrawal ACH SUNO INC./TYPE: SUNO INC. ID: 1800948598CO: SUNO INC. NAME: STEVEN J CHAPLINSKIEntry Class Code: WEB,10.0,Posted,796.09,2025-03-10,10.0,"Withdrawal ACH SUNO INC./TYPE: SUNO INC. ID: 1800948598
CO: SUNO INC. NAME: STEVEN J CHAPLINSKI
Entry Class Code: WEB",10.0
3/10/2025,Withdrawal ACH QUORA.COM/TYPE: QUORA.COM ID: 4270465600CO: QUORA.COM NAME: STEVEN J CHAPLINSKIEntry Class Code: WEB,4.99,Posted,806.09,2025-03-10,4.99,Withdrawal ACH QUORA.COM/TYPE: QUORA.COM ID: 4270465600CO: QUORA.COM NAME: STEVEN J CHAPLINSKIEntry Class Code: WEB,4.99
3/10/2025,Withdrawal POS #000000160477/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,34.84,Posted,811.08,2025-03-10,34.84,Withdrawal POS #000000616677/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.76
3/9/2025,Withdrawal Debit Card MC Debit Gator/I-BLOCKLIST/PEERBLOCK MIAMI FLDate 03/08/25 0 5067675779 3 5734Card 1247,9.99,Posted,843.93,2025-03-09,9.99,Withdrawal Debit Card MC Debit Gator/I-BLOCKLIST/PEERBLOCK MIAMI FLDate 03/08/25 0 5067675779 3 5734Card 1247,9.99
3/9/2025,Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI SAN FRANCISC CADate 03/08/25 0 5067339145 0 5734Card 1247,6.1,Posted,853.92,2025-03-09,6.1,Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI SAN FRANCISC CADate 03/08/25 0 5067339145 0 5734Card 1247,6.29875
3/9/2025,Recurring Withdrawal Debit Card - MC Debit Gator/TUBEBUDDYCOM* 8668823239 CADate 03/07/25 0 5066672774 3 5045Card 1247,7.5,Posted,860.02,2025-03-09,7.5,Recurring Withdrawal Debit Card - MC Debit Gator/TUBEBUDDYCOM* 8668823239 CADate 03/07/25 0 5066672774 3 5045Card 1247,7.5
3/9/2025,Recurring Withdrawal Debit Card - MC Debit Gator/INVIDEO INC COUNTRY OF S DEDate 03/07/25 0 5066671640 3 5734Card 1247,35.0,Posted,867.52,2025-03-09,35.0,Recurring Withdrawal Debit Card - MC Debit Gator/INVIDEO INC COUNTRY OF S DEDate 03/07/25 0 5066671640 3 5734Card 1247,35.0
