Post Date,Description,Debit,Status,Balance
2/9/2025,Withdrawal Debit Card MC Debit Gator/COX GAINESVILLE COMM 800-234-3993 FLDate 02/08/25 0 5039376753 0 4899Card 1247,156.13,Posted,924.73
2/8/2025,Withdrawal POS #000000957137/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,21.84,Posted,1080.86
2/7/2025,Withdrawal Debit Card MC Debit Gator/IONOS INC. CHESTERBROOK PADate 02/06/25 0 5037921337 0 4816Card 1247,16,Posted,1102.7
2/7/2025,Withdrawal POS #000000827056/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,18.41,Posted,1118.7
2/6/2025,Withdrawal Adjustment Debit Card - Credit Voucher/APPLE.COM/BILL 866-712-7753 CADate 02/05/25 0 5036986565 0 5818Card 1247,,Posted,1137.11
2/6/2025,Withdrawal Debit Card MC Debit Gator/IONOS INC. CHESTERBROOK PADate 02/05/25 0 5036019016 1 4816Card 1247,1,Posted,1107.12
2/5/2025,Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI SAN FRANCISC CADate 02/04/25 0 5035991425 0 5734Card 1247,0.63,Posted,1108.12
2/5/2025,Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI *CHATGPT SUBSCR SAN FRANCISC CADate 02/04/25 0 5035323752 0 5734Card 1247,20,Posted,1108.75
2/5/2025,Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 02/03/25 0 5034323004 0 5967Card 1247,0.03,Posted,1128.75
2/5/2025,Withdrawal Debit Card MC Debit Gator/ZUBBHELP.COM HAARLEM NLDate 02/03/25 0 5034323004 0 5967Card 1247,3.17,Posted,1128.78
2/5/2025,Withdrawal Debit Card MC Debit Gator/YVETTE GODET DMD GAINESVILLE FLDate 02/04/25 0 5035835029 0 8021Card 1247,56.8,Posted,1131.95
2/5/2025,Withdrawal Debit Card MC Debit Gator/CIRCLE K # 06782 GAINESVILLE FLDate 02/03/25 0 5034984751 0 5499Card 1247,20.84,Posted,1188.75
2/5/2025,Withdrawal POS #000000734068/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 1247,60.92,Posted,1209.59
2/5/2025,Withdrawal ATM Fee/EFT 3401 W University Ave Gainesville FLCard 1247,2,Posted,1270.51
2/5/2025,Withdrawal at ATM #000000464773/EFT 3401 W University Ave Gainesville FLCard 1247,43,Posted,1272.51
2/4/2025,Withdrawal POS #000000646864/AMAZON.COM*MZ5BC8D43 SEATTLE WACard 1247,10.19,Posted,1315.51
2/4/2025,Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CADate 02/04/25 0 5035127693 1 5818Card 1247,29.99,Posted,1325.7
2/4/2025,"Withdrawal Bill Payment #000000199905/Adobe Park Avenue,345 San Jose CACard 1247",19.99,Posted,1355.69
2/3/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/NOTION LABS, INC. SAN FRANCISC CADate 02/02/25 0 5033134219 1 7372Card 1247",22,Posted,1375.68
2/3/2025,Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI SAN FRANCISC CADate 02/02/25 0 5033247681 1 5734Card 1247,5,Posted,1397.68
2/3/2025,Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI SAN FRANCISC CADate 02/02/25 0 5033247680 1 5734Card 1247,5,Posted,1402.68
2/3/2025,Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CADate 02/03/25 0 5034963465 0 5818Card 1247,2.99,Posted,1407.68
2/3/2025,Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CADate 02/02/25 0 5033127007 1 5818Card 1247,29.99,Posted,1410.67
2/3/2025,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB,1179,Posted,1440.66
2/3/2025,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550CO: AppFolio, Inc. FNAME: Steven chaplinskiEntry Class Code: WEB",2.49,Posted,2619.66
2/2/2025,Withdrawal POS #000000781738/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,17.08,Posted,2622.15
2/2/2025,Recurring Withdrawal Debit Card - MC Debit Gator/PARAMOUNT+ WEST HOLLYWO CADate 02/01/25 0 5032847059 0 4899Card 1247,14.96,Posted,2639.23
2/2/2025,Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 01/31/25 0 5031931716 1 5411Card 1247,52,Posted,2654.19
2/2/2025,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 02/01/25 0 5032990634 0 5967Card 1247,0.01,Posted,2706.19
2/2/2025,Recurring Withdrawal Debit Card - MC Debit Gator/PROBILLER.COM 855-232-9555 CYDate 02/01/25 0 5032990634 0 5967Card 1247,1.14,Posted,2706.2
2/2/2025,Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 02/01/25 0 5032990633 0 5967Card 1247,0.01,Posted,2707.34
2/2/2025,Withdrawal Debit Card MC Debit Gator/PROBILLER.COM 855-232-9555 CYDate 02/01/25 0 5032990633 0 5967Card 1247,1.14,Posted,2707.35
2/2/2025,Withdrawal Debit Card MC Debit Gator/IONOS INC. CHESTERBROOK PADate 01/31/25 0 5031845289 0 4816Card 1247,40,Posted,2708.49
2/2/2025,Withdrawal Debit Card MC Debit Gator/CIRCLE K # 06782 GAINESVILLE FLDate 01/31/25 0 5031331003 1 5499Card 1247,16.99,Posted,2748.49
2/1/2025,Withdrawal POS #000000675669/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,17.08,Posted,2765.48
2/1/2025,Withdrawal POS #000000364287/ETSY.COM*US WWW.ETSY.COM/ BROOKLYN NYCard 1247,0.6,Posted,2782.56
2/1/2025,"Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090Funds Transfer via Mobile",,Posted,2783.16
1/31/2025,Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CADate 01/31/25 0 5031045448 1 5818Card 1247,2.99,Posted,1783.16
1/31/2025,Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CADate 01/31/25 0 5031045443 1 5818Card 1247,24.99,Posted,1786.15
1/31/2025,Recurring Withdrawal Debit Card - MC Debit Gator/NETFLIX.COM CADate 01/30/25 0 5030869462 0 4899Card 1247,17.84,Posted,1811.14
1/31/2025,Withdrawal POS #000000000043/AMAZON.COM*ZC1UW3U40 SEATTLE WACard 1247,10.19,Posted,1828.98
1/31/2025,Withdrawal POS #000000000343/CIRCLE K # 06782 5237 GAINESVILLE FLCard 1247,10.01,Posted,1839.17
1/30/2025,Withdrawal POS #000019353777/GOOGLE *YouTubePremium 1600 AmphitheatreParkw Mountain View CACard 1247,9.1,Posted,1849.18
1/30/2025,Recurring Withdrawal Debit Card - MC Debit Gator/MYDESIGNS - PRO - MON LAS VEGAS NVDate 01/29/25 0 5029913031 0 5734Card 1247,49.99,Posted,1858.28
1/30/2025,Recurring Withdrawal Debit Card - MC Debit Gator/SUPERPOWER CHATGPT MIDDLETOWN DEDate 01/29/25 0 5029912376 0 5734Card 1247,15,Posted,1908.27
1/30/2025,Recurring Withdrawal Debit Card - MC Debit Gator/PADDLE.NET* SETAPP NEW YORK NYDate 01/29/25 0 5029860662 0 5817Card 1247,14.5,Posted,1923.27
1/30/2025,Withdrawal Debit Card MC Debit Gator/CANVA* I04402-39206221 CAMDEN DEDate 01/29/25 0 5029860414 0 7333Card 1247,12.99,Posted,1937.77
1/30/2025,Withdrawal Debit Card MC Debit Gator/COPYTONOTI WILMINGTON DEDate 01/29/25 0 5029909612 0 5817Card 1247,47,Posted,1950.76
1/30/2025,Withdrawal Debit Card MC Debit Gator/WALGREENS #5024 GAINESVILLE FLDate 01/29/25 0 5029087400 1 5912Card 1247,15,Posted,1997.76
1/30/2025,Withdrawal Debit Card MC Debit Gator/CIRCLE K # 06782 GAINESVILLE FLDate 01/28/25 0 5028905568 0 5499Card 1247,15.47,Posted,2012.76
1/29/2025,"Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090Funds Transfer via Mobile",,Posted,2028.23
1/29/2025,Withdrawal POS #000000525481/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,17.08,Posted,28.23
1/29/2025,Withdrawal Debit Card MC Debit Gator/WALGREENS #5024 GAINESVILLE FLDate 01/28/25 0 5028088379 1 5912Card 1247,10.81,Posted,45.31
1/27/2025,Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 01/26/25 0 5026250026 0 5411Card 1247,50.23,Posted,56.12
1/27/2025,Withdrawal ATM Fee/EFT 6419 W Newberry Rd Gainesville FLCard 1247,2,Posted,106.35
1/27/2025,Withdrawal at ATM #000000618599/EFT 6419 W Newberry Rd Gainesville FLCard 1247,53,Posted,108.35
1/27/2025,Withdrawal POS #000000553411/WAWA 5325 2373 SW ARCHER ROADFLCard 1247,14.71,Posted,161.35
1/26/2025,Withdrawal ATM Fee/EFT 6419 W Newberry Rd Gainesville FLCard 1247,2,Posted,176.06
1/26/2025,Withdrawal at ATM #000000554718/EFT 6419 W Newberry Rd Gainesville FLCard 1247,23,Posted,178.06
1/26/2025,Deposit Faster Payments/zel* MILLICENTCHAPLINSKI JFRTe5rHpBlq,,Posted,201.06
1/26/2025,Withdrawal POS #000097243000/WAWA 5325 2373 SW ARCHER ROADFLCard 1247,10.98,Posted,1.06
1/26/2025,Deposit ATM Transaction,,Posted,12.04
1/25/2025,Withdrawal POS #000000455581/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,20.51,Posted,10.04
1/24/2025,Withdrawal ATM Fee/EFT 6419 W Newberry Rd Gainesville FLCard 1247,2,Posted,30.55
1/24/2025,Withdrawal at ATM #000000365727/EFT 6419 W Newberry Rd Gainesville FLCard 1247,28,Posted,32.55
1/24/2025,Recurring Withdrawal Debit Card - MC Debit Gator/IC* INSTACART*SUBSCRIP SAN FRANCISC CADate 01/24/25 0 5024009804 1 5411Card 1247,9.99,Posted,60.55
1/24/2025,Withdrawal POS #000000439538/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,22.87,Posted,70.54
1/24/2025,Withdrawal POS #000000507326/AMAZON.COM*ZG65P87B0 SEATTLE WACard 1247,44.65,Posted,93.41
1/24/2025,Deposit Faster Payments/zel* MILLICENTCHAPLINSKI JFR49AILmhnO,,Posted,138.06
1/23/2025,Withdrawal POS #000000375346/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,17.08,Posted,38.06
1/23/2025,Withdrawal POS #000000409491/AMAZON.COM*Z55VK0Y01 SEATTLE WACard 1247,10.19,Posted,55.14
1/22/2025,Withdrawal POS #000000268342/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,20.51,Posted,65.33
1/21/2025,Withdrawal Debit Card MC Debit Gator/INSTACART*159 SAN FRANCISC CADate 01/20/25 0 5020903203 0 5411Card 1247,58.79,Posted,85.84
1/21/2025,Withdrawal Debit Card MC Debit Gator/CIRCLE K # 26146 GAINESVILLE FLDate 01/19/25 0 5019898493 0 5499Card 1247,16.98,Posted,144.63
1/21/2025,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,15,Posted,161.61
1/20/2025,Withdrawal POS #000000308001/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,20.51,Posted,176.61
1/20/2025,Deposit Faster Payments/zel* MILLICENTCHAPLINSKI JFRudsTpu7C4,,Posted,197.12
1/20/2025,Withdrawal Debit Card MC Debit Gator/CIRCLE K # 06782 GAINESVILLE FLDate 01/18/25 0 5018029946 1 5499Card 1247,20.62,Posted,-2.88
1/19/2025,Withdrawal POS #000000187957/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,14.92,Posted,17.74
1/19/2025,Recurring Withdrawal Debit Card - MC Debit Gator/AMAZON PRIME*Z585917C0 AMZN.COM/BIL WADate 01/17/25 0 5017190493 2 5968Card 1247,15.13,Posted,32.66
1/19/2025,Withdrawal POS #000000759580/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 1247,14.74,Posted,47.79
1/17/2025,Withdrawal POS #000000120665/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,17.08,Posted,62.53
1/17/2025,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,27.5,Posted,79.61
1/16/2025,Withdrawal POS #000000129774/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,22.1,Posted,107.11
1/15/2025,Withdrawal POS #000000300162/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,17.08,Posted,129.21
1/14/2025,Withdrawal POS #000000194849/ETSY.COM*US WWW.ETSY.COM/ BROOKLYN NYCard 1247,11.8,Posted,146.29
1/14/2025,Withdrawal POS #000000753028/PUBLIX 3930 SW ARCHER ROAD GAINESVILLECard 1247,22.97,Posted,158.09
1/14/2025,Withdrawal POS #000096297241/FAST TRACK #200 GAINESVILLE GAINESVILLECard 1247,10,Posted,181.06
1/14/2025,Withdrawal POS #000000230647/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,0.17,Posted,191.06
1/14/2025,Withdrawal POS #000000223141/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,17.08,Posted,191.23
1/13/2025,Withdrawal ACH VENMO/TYPE: PAYMENT ID: 3264681992 CO: VENMONAME: AVATAR ARTSEntry Class Code: WEB,14.99,Posted,208.31
1/13/2025,Withdrawal POS #000000758317/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 1247,37.08,Posted,223.3
1/12/2025,Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CADate 01/11/25 0 5011099289 2 5818Card 1247,9.99,Posted,260.38
1/12/2025,Withdrawal Debit Card MC Debit Gator/AMAZON PRIME*ZD49Q6KK0 AMZN.COM/BIL WADate 01/11/25 0 5011099282 2 5818Card 1247,3.4,Posted,270.37
1/11/2025,Withdrawal POS #000000169586/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,17.08,Posted,273.77
1/11/2025,Withdrawal POS #000000757925/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 1247,57.86,Posted,290.85
1/10/2025,Withdrawal ACH VENMO/TYPE: PAYMENT ID: 3264681992 CO: VENMONAME: AVATAR ARTSEntry Class Code: WEB,9.99,Posted,348.71
1/9/2025,Withdrawal POS #000000944455/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,22.42,Posted,358.7
1/7/2025,Withdrawal Bill Payment #000000483994/GRU EZ PAY 301 SE 4TH AVE 301 SE 4TH AVCard 1247,169.56,Posted,381.12
1/7/2025,Withdrawal POS #000000000007/AMAZON.COM*ZD7CG3LN0 SEATTLE WACard 1247,18.2,Posted,550.68
1/6/2025,"Recurring Withdrawal Debit Card - MC Debit Gator/NOTION LABS, INC. SAN FRANCISC CADate 01/05/25 0 5005050863 1 7372Card 1247",22,Posted,568.88
1/5/2025,Withdrawal POS #000000348915/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,17.08,Posted,590.88
1/5/2025,Recurring Withdrawal Debit Card - MC Debit Gator/OPENAI *CHATGPT SUBSCR SAN FRANCISC CADate 01/04/25 0 5004256434 0 5734Card 1247,20,Posted,607.96
1/5/2025,Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CADate 01/05/25 0 5005839186 0 5818Card 1247,10,Posted,627.96
1/5/2025,Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CADate 01/05/25 0 5005839185 0 5818Card 1247,2.99,Posted,637.96
1/5/2025,Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CADate 01/05/25 0 5005839184 0 5818Card 1247,2.99,Posted,640.95
1/5/2025,"Withdrawal Bill Payment #000000192398/Adobe Park Avenue,345 San Jose CACard 1247",19.99,Posted,643.94
1/3/2025,Withdrawal POS #000000782633/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,18.67,Posted,663.93
1/3/2025,Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 01/02/25 0 5002325431 0 8999Card 1247,0.02,Posted,682.6
1/3/2025,Withdrawal Debit Card MC Debit Gator/SOCIALWICK INNSBRUCK ATDate 01/02/25 0 5002325431 0 8999Card 1247,2.53,Posted,682.62
1/3/2025,Withdrawal Debit Card MC Debit Gator/COX GAINESVILLE COMM 800-234-3993 FLDate 01/02/25 0 5002952888 0 4899Card 1247,156.13,Posted,685.15
1/3/2025,Withdrawal POS #000000837107/AMAZON.COM*ZD3F87JM2 SEATTLE WACard 1247,28.75,Posted,841.28
1/2/2025,Withdrawal POS #000000231268/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,24.59,Posted,870.03
1/2/2025,Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 26146 GAINESVILLE FLDate 12/31/24 0 4366909335 0 5499Card 1231,18.88,Posted,894.62
1/2/2025,Withdrawal Debit Card MC Debit Gator/OPENAI SAN FRANCISC CADate 01/02/25 0 5002915655 0 5734Card 1247,5,Posted,913.5
1/2/2025,Recurring Withdrawal Debit Card - MC Debit Gator/PARAMOUNT+ WEST HOLLYWO CADate 01/01/25 0 5001909499 0 4899Card 1247,14.96,Posted,918.5
1/2/2025,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB,1179,Posted,933.46
1/2/2025,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,54,Posted,2112.46
1/2/2025,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550CO: AppFolio, Inc. FNAME: Steven chaplinskiEntry Class Code: WEB",2.49,Posted,2166.46
1/2/2025,Withdrawal POS #000000305858/AMAZON.COM*ZP8I63AL0 SEATTLE WACard 1247,23.64,Posted,2168.95
1/1/2025,Withdrawal Debit Card MC Debit Seminol/GAINESVILLE PSYCHIATRY GAINESVILLE FLDate 12/31/24 0 4366974295 0 8011Card 1231,78,Posted,2192.59
1/1/2025,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 12/31/24 0 4366953359 0 5912Card 1231,15,Posted,2270.59
1/1/2025,Recurring Withdrawal Debit Card - MC Debit Gator/FS *CONTEXTSFORMAC SANTA BARBAR CADate 12/31/24 0 4366973571 0 5734Card 1247,9.99,Posted,2285.59
12/31/2024,Withdrawal POS #000082182619/SMOKE CITY 2120 SW 34TH ST GAINESVILLECard 1247,11.66,Posted,2295.58
12/31/2024,Withdrawal POS #000000733350/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 1247,29.57,Posted,2307.24
12/31/2024,Withdrawal ATM Fee/EFT 3401 W University Ave Gainesville FLCard 1247,2,Posted,2336.81
12/31/2024,Withdrawal at ATM #000000158366/EFT 3401 W University Ave Gainesville FLCard 1247,13,Posted,2338.81
12/30/2024,Withdrawal POS #000000188532/AMAZON.COM*ZP06Y6CW0 SEATTLE WACard 1231,18.2,Posted,2351.81
12/30/2024,Withdrawal POS #000000570772/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,17.08,Posted,2370.01
12/30/2024,Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 12/29/24 0 4364954464 0 4816Card 1231,1,Posted,2387.09
12/30/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,54,Posted,2388.09
12/30/2024,Withdrawal POS #000000522639/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,18.67,Posted,2442.09
12/29/2024,Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 12/27/24 0 4362999827 1 5734Card 1231,8.99,Posted,2460.76
12/29/2024,Withdrawal Debit Card MC Debit Seminol/WAWA 5325 GAINESVILLE FLDate 12/28/24 0 4363858796 0 5541Card 1231,19.72,Posted,2469.75
12/29/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 12/27/24 0 4362000611 2 5912Card 1231,23.78,Posted,2489.47
12/29/2024,Withdrawal POS #000000504303/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42,Posted,2513.25
12/29/2024,"Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090",,Posted,2535.67
12/28/2024,Withdrawal POS #000000443910/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,20.83,Posted,1735.67
12/27/2024,Withdrawal POS #000000014638/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,20.83,Posted,1756.5
12/26/2024,Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 06782 GAINESVILLE FLDate 12/24/24 0 4359511759 0 5499Card 1231,18.67,Posted,1777.33
12/25/2024,Withdrawal Debit Card MC Debit Seminol/INSTACART*159 SAN FRANCISC CADate 12/24/24 0 4359294650 0 5411Card 1231,70,Posted,1796
12/25/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/FS *ADOBE SANTA BARBAR CADate 12/24/24 0 4359034647 1 5734Card 1231,0.95,Posted,1866
12/24/2024,Withdrawal POS #000013340229/WALGREENS 2415 SW 75TH 2415 SW 75TH STGAINESVILLE FLCard 1231,19.05,Posted,1866.95
12/24/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,42.5,Posted,1886
12/24/2024,Withdrawal POS #000000383621/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,20.51,Posted,1928.5
12/23/2024,Withdrawal Debit Card MC Debit Seminol/INSTACART*159 SAN FRANCISC CADate 12/22/24 0 4357281797 0 5411Card 1231,59,Posted,1949.01
12/23/2024,Recurring Withdrawal Bill Payment - #000000122428/NETFLIX COM LOS GATOS CACard 1231,17.84,Posted,2008.01
12/22/2024,Withdrawal POS #000000255092/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,10,Posted,2025.85
12/22/2024,Withdrawal POS #000000344581/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,14.92,Posted,2035.85
12/22/2024,"Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090",,Posted,2050.77
12/22/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04371-41297102 CAMDEN DEDate 12/20/24 0 4355594081 2 7333Card 1231,12.99,Posted,50.77
12/22/2024,Withdrawal Debit Card MC Debit Seminol/WAWA 5325 GAINESVILLE FLDate 12/21/24 0 4356579974 1 5541Card 1231,17.18,Posted,63.76
12/22/2024,Withdrawal Debit Card MC Debit Seminol/APPLE.COM/BILL CUPERTINO CADate 12/21/24 0 4356190590 1 5818Card 1231,9.99,Posted,80.94
12/21/2024,Withdrawal POS #000000223326/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,27.26,Posted,90.93
12/20/2024,Withdrawal POS #000000282496/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,17.08,Posted,118.19
12/20/2024,Withdrawal Debit Card MC Debit Seminol/CANNAMD 855-4209170 FLDate 12/19/24 0 4354703841 0 8011Card 1231,149,Posted,135.27
12/20/2024,Withdrawal Debit Card MC Debit Seminol/INSTACART*159 SAN FRANCISC CADate 12/19/24 0 4354168310 1 5411Card 1231,46,Posted,284.27
12/20/2024,"Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090",,Posted,330.27
12/19/2024,Withdrawal POS #000000205771/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,20.83,Posted,230.27
12/19/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 12/18/24 0 4353969048 0 5734Card 1231,0.05,Posted,251.1
12/19/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/SAVE TO NOTION VAUREAL ILDate 12/18/24 0 4353969048 0 5734Card 1231,5.99,Posted,251.15
12/18/2024,Withdrawal POS #000000175132/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,24.26,Posted,257.14
12/18/2024,Withdrawal Debit Card MC Debit Seminol/INSTACART*159 SAN FRANCISC CADate 12/17/24 0 4352953677 0 5411Card 1231,49,Posted,281.4
12/18/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/AMAZON PRIME*Z97W01ZG2 AMZN.COM/BIL WADate 12/17/24 0 4352950216 0 5968Card 1231,15.11,Posted,330.4
12/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 12/17/24 0 4352703539 1 5734Card 1231,15,Posted,345.51
12/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* LEONARDOAI ASTORIA NYDate 12/16/24 0 4351323834 0 5817Card 1231,9,Posted,360.51
12/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP ASTORIA NYDate 12/16/24 0 4351886849 0 5817Card 1231,12.49,Posted,369.51
12/17/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 12/17/24 0 4352700468 1 5734Card 1231,0.16,Posted,382
12/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/IDEOGRAM AI TORONTO ONDate 12/17/24 0 4352700468 1 5734Card 1231,20,Posted,382.16
12/16/2024,Withdrawal Debit Card MC Debit Seminol/INSTACART*159 SAN FRANCISC CADate 12/15/24 0 4350919827 0 5411Card 1231,50,Posted,402.16
12/15/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/RUNWAY STANDARD PLAN NEWARK DEDate 12/15/24 0 4350745942 1 5734Card 1231,15,Posted,452.16
12/13/2024,Withdrawal POS #000000000027/CIRCLE K # 26146 3525 GAINESVILLE FLCard 1231,18.88,Posted,467.16
12/13/2024,Withdrawal ATM Fee/EFT 3401 W University Ave Gainesville FLCard 1231,2,Posted,486.04
12/13/2024,Withdrawal at ATM #000000472357/EFT 3401 W University Ave Gainesville FLCard 1231,23,Posted,488.04
12/13/2024,Withdrawal Debit Card MC Debit Seminol/INSTACART*159 SAN FRANCISC CADate 12/12/24 0 4347002718 1 5411Card 1231,54,Posted,511.04
12/12/2024,Withdrawal POS #000000900121/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,24.26,Posted,565.04
12/12/2024,Deposit Faster Payments/zel* MILLICENTCHAPLINSKI JFRFbHbabvQ2,,Posted,589.3
12/12/2024,Withdrawal ACH VENMO/TYPE: PAYMENT ID: 3264681992 CO: VENMONAME: AVATAR ARTSEntry Class Code: WEB,14.99,Posted,339.3
