"Post Date","Check","Description","Debit","Credit","Status","Balance"
"8/3/2024","","Withdrawal Bill Payment #000000783713/Adobe Park Avenue,345 San Jose CACard 1231","19.99","","Posted","1358.9"
"8/3/2024","","Withdrawal POS #000000775244/Instacart 50 Beal St Suite 600 SanFrancisco CACard 1231","66.13","","Posted","1378.89"
"8/2/2024","","Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090hair cur black seed oil","","45","Posted","1445.02"
"8/2/2024","","Withdrawal Debit Card MC Debit Seminol/RANDY'S HAIRCUTS FOR M GAINESVILLE FLDate 08/01/24 0 4214894751 0 7230Card 1231","30","","Posted","1400.02"
"8/2/2024","","Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB","1179","","Posted","1430.02"
"8/2/2024","","Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550CO: AppFolio, Inc. FNAME: Steven chaplinskiEntry Class Code: WEB","2.49","","Posted","2609.02"
"8/1/2024","","Withdrawal POS #000000000002/AMAZON.COM*RV6JQ8U41 SEATTLE WACard 1231","28.95","","Posted","2611.51"
"8/1/2024","","Withdrawal POS #000000983835/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","30.7","","Posted","2640.46"
"8/1/2024","","Withdrawal POS #000000735887/PUBLIX 3315 W. UNIVERSITY AVE.FLCard 1231","70.24","","Posted","2671.16"
"7/31/2024","","Withdrawal POS #000000922607/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","34.24","","Posted","2741.4"
"7/30/2024","","Withdrawal Debit Card MC Debit Seminol/AMAZON DIGIT*RV2ZN2GA1 AMZN.COM/BIL WADate 07/30/24 0 4212878109 0 5818Card 1231","3.44","","Posted","2775.64"
"7/30/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 07/29/24 0 4211570450 0 5818Card 1231","7.98","","Posted","2779.08"
"7/30/2024","","Deposit ACH ETSY, INC./TYPE: PAYOUT ID: 1357612331CO: ETSY, INC.Entry Class Code: PPD","","1.36","Posted","2787.06"
"7/29/2024","","Withdrawal POS #000000782390/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231","60","","Posted","2785.7"
"7/29/2024","","Withdrawal Debit Card MC Debit Seminol/WAWA CARD RELOAD MEDIA PADate 07/28/24 0 4210031062 1 6540Card 1231","15","","Posted","2845.7"
"7/29/2024","","Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0000","","800","Posted","2860.7"
"7/29/2024","","Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090","","2000","Posted","2060.7"
"7/28/2024","","Withdrawal POS #000000575942/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","22.42","","Posted","60.7"
"7/26/2024","","Withdrawal POS #000000665239/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","37.67","","Posted","83.12"
"7/25/2024","","Withdrawal Adjustment Debit Card - Credit Voucher/TUBEBUDDYCOM 8668823239 CADate 07/24/24 0 4206883904 0 5734Card 1231","","7.5","Posted","120.79"
"7/25/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/YVETTE GODET, DMD GAINESVILLE FLDate 07/24/24 0 4206848776 0 8021Card 1231","20","","Posted","113.29"
"7/25/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/FS *ADOBE SANTA BARBAR CADate 07/24/24 0 4206889164 0 5734Card 1231","0.95","","Posted","133.29"
"7/25/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 07/25/24 0 4207172375 1 5818Card 1231","0.29","","Posted","134.24"
"7/25/2024","","Withdrawal POS #000000000006/AMAZON.COM*RJ6HJ7RA2 SEATTLE WACard 1231","8.59","","Posted","134.53"
"7/24/2024","","Withdrawal POS #000000616677/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","21.56","","Posted","143.12"
"7/24/2024","","Withdrawal POS #000000803033/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231","76","","Posted","164.68"
"7/23/2024","","Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090","","200","Posted","240.68"
"7/23/2024","","Withdrawal POS #000000524840/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","37.78","","Posted","40.68"
"7/23/2024","","Deposit ACH ETSY, INC./TYPE: PAYOUT ID: 1357612331CO: ETSY, INC.Entry Class Code: PPD","","2.53","Posted","78.46"
"7/21/2024","","Recurring Withdrawal Adjustment - Debit Card Credit Voucher/WORDPRESS YLZK812XJ6 SAN FRANCISC CADate 07/18/24 0 4200026617 1 5734Card 1231","","9","Posted","75.93"
"7/21/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04218-28500872 CAMDEN DEDate 07/20/24 0 4202716426 0 7221Card 1231","12.99","","Posted","66.93"
"7/21/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/TUBEBUDDYCOM 8668823239 CADate 07/20/24 0 4202875818 0 5734Card 1231","7.5","","Posted","79.92"
"7/21/2024","","Withdrawal POS #000000000124/CIRCLE K # 06782 5237 GAINESVILLE FLCard 1231","26.83","","Posted","87.42"
"7/19/2024","","Recurring Withdrawal Adjustment - Debit Card Credit Voucher/PADDLE.NET* SETAPP NEW YORK NYDate 07/18/24 0 4200710352 0 5817Card 1231","","9.99","Posted","114.25"
"7/19/2024","","Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 07/18/24 0 4200710264 0 5734Card 1231","0.05","","Posted","104.26"
"7/19/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/SAVE TO NOTION VAUREAL ILDate 07/18/24 0 4200710264 0 5734Card 1231","5.99","","Posted","104.31"
"7/19/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/WORDPRESS YLZK812XJ6 SAN FRANCISC CADate 07/18/24 0 4200709907 0 5734Card 1231","9","","Posted","110.3"
"7/18/2024","","Withdrawal POS #000000357918/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","34.24","","Posted","119.3"
"7/18/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 07/17/24 0 4199660339 0 5734Card 1231","15","","Posted","153.54"
"7/18/2024","","Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB","36","","Posted","168.54"
"7/18/2024","","Deposit ACH ETSY, INC./TYPE: PAYOUT ID: 1357612331CO: ETSY, INC.Entry Class Code: PPD","","29.2","Posted","204.54"
"7/17/2024","","Withdrawal POS #000000976832/AMAZON.COM*RS88T71I1 SEATTLE WACard 1231","16.43","","Posted","175.34"
"7/17/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* LEONARDOAI ASTORIA NYDate 07/16/24 0 4198745563 0 5817Card 1231","9","","Posted","191.77"
"7/17/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP ASTORIA NYDate 07/16/24 0 4198606327 0 5817Card 1231","12.49","","Posted","200.77"
"7/17/2024","","Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 07/17/24 0 4199108326 1 5734Card 1231","0.06","","Posted","213.26"
"7/17/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/IDEOGRAM AI TORONTO ONDate 07/17/24 0 4199108326 1 5734Card 1231","8","","Posted","213.32"
"7/16/2024","","Withdrawal POS #000000795251/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231","42.92","","Posted","221.32"
"7/16/2024","","Deposit Faster Payments/RTP deposit from VENMO","","29.48","Posted","264.24"
"7/16/2024","","Withdrawal POS #000000271518/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","37.78","","Posted","234.76"
"7/15/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/RUNWAY STANDARD PLAN NEWARK DEDate 07/15/24 0 4197591427 1 5734Card 1231","15","","Posted","272.54"
"7/15/2024","","Withdrawal POS #000000211548/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","37.78","","Posted","287.54"
"7/14/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI SAN FRANCISC CADate 07/14/24 0 4196394793 1 5734Card 1231","15.01","","Posted","325.32"
"7/14/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 07/13/24 0 4195402190 0 5734Card 1231","15","","Posted","340.33"
"7/14/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/D-ID STUDIO WILMINGTON DEDate 07/13/24 0 4195852605 0 7399Card 1231","2.95","","Posted","355.33"
"7/14/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/SUNO INC. CAMBRIDGE MADate 07/13/24 0 4195401634 0 5734Card 1231","10","","Posted","358.28"
"7/14/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 07/13/24 0 4195115185 3 5818Card 1231","18.98","","Posted","368.28"
"7/13/2024","","Withdrawal POS #000000165380/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","36.81","","Posted","387.26"
"7/12/2024","","Withdrawal Debit Card MC Debit Seminol/WAWA CARD RELOAD MEDIA PADate 07/11/24 0 4193151203 1 6540Card 1231","15","","Posted","424.07"
"7/12/2024","","Withdrawal Debit Card MC Debit Seminol/WAWA CARD RELOAD MEDIA PADate 07/11/24 0 4193151202 1 6540Card 1231","20","","Posted","439.07"
"7/12/2024","","Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 06782 GAINESVILLE FLDate 07/10/24 0 4192897494 0 5499Card 1231","21.77","","Posted","459.07"
"7/12/2024","","Withdrawal POS #000000037228/WAWA 5325 2373 SW ARCHER ROADFLCard 1231","18.03","","Posted","480.84"
"7/11/2024","","Recurring Withdrawal Adjustment - Debit Card Credit Voucher/INVIDEO INC COUNTRY OF S DEDate 07/09/24 0 4191984130 0 5734Card 1231","","50","Posted","498.87"
"7/11/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/AIRTABLE.COM/BILL SAN FRANCISC CADate 07/10/24 0 4192868077 0 7372Card 1231","31","","Posted","448.87"
"7/11/2024","","Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 07/10/24 0 4192117338 1 5912Card 1231","36.44","","Posted","479.87"
"7/11/2024","","Withdrawal Debit Card MC Debit Seminol/B2P* FL OMMU MJ MED CA JACKSONVILLE FLDate 07/10/24 0 4192863496 0 9399Card 1231","77.75","","Posted","516.31"
"7/11/2024","","Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB","48","","Posted","594.06"
"7/9/2024","","Withdrawal POS #000000041458/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","37.78","","Posted","642.06"
"7/8/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 07/08/24 0 4190849912 0 5818Card 1231","2.99","","Posted","679.84"
"7/7/2024","","Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 07/06/24 0 4188926193 0 5734Card 1231","16.99","","Posted","682.83"
"7/7/2024","","Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 07/05/24 0 4187128964 2 5912Card 1231","24.75","","Posted","699.82"
"7/7/2024","","Withdrawal Debit Card MC Debit Seminol/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 07/05/24 0 4187656509 0 4900Card 1231","200","","Posted","724.57"
"7/7/2024","","Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 07/05/24 0 4187656473 0 4899Card 1231","156.13","","Posted","924.57"
"7/7/2024","","Withdrawal POS #000000792733/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231","59.07","","Posted","1080.7"
"7/6/2024","","Recurring Withdrawal Bill Payment - #000000404960/NETFLIX COM LOS GATOS CACard 1231","13.81","","Posted","1139.77"
"7/5/2024","","Withdrawal POS #000000828132/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","30.7","","Posted","1153.58"
"7/5/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI *CHATGPT SUBSCR SAN FRANCISC CADate 07/04/24 0 4186555750 0 5734Card 1231","20","","Posted","1184.28"
"7/4/2024","","Withdrawal POS #000000601921/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","37.78","","Posted","1204.28"
"7/4/2024","","Withdrawal POS #000000000004/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231","95","","Posted","1242.06"
"7/3/2024","","Withdrawal POS #000000784963/ETSY, INC. ADAMS STREET BROOKLYN NYCard 1231","31.06","","Posted","1337.06"
"7/3/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/DOCSIUM.COM SANTA CLARA CADate 07/02/24 0 4184077595 1 5734Card 1231","10","","Posted","1368.12"
"7/3/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/INVIDEO INC COUNTRY OF S DEDate 07/02/24 0 4184336533 0 5734Card 1231","50","","Posted","1378.12"
"7/3/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 07/03/24 0 4185191278 1 5818Card 1231","2.99","","Posted","1428.12"
"7/3/2024","","Withdrawal Bill Payment #000000776267/Adobe Park Avenue,345 San Jose CACard 1231","19.99","","Posted","1431.11"
"7/2/2024","","Withdrawal POS #000000636425/WAWA 5325 2373 SW ARCHER ROADFLCard 1231","25.64","","Posted","1451.1"
"7/2/2024","","Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB","1079","","Posted","1476.74"
"7/2/2024","","Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550CO: AppFolio, Inc. FNAME: Steven chaplinskiEntry Class Code: WEB","2.49","","Posted","2555.74"
"7/1/2024","","Withdrawal POS #000000794215/Etsy.com*US ADAMS STREET BROOKLYN NYCard 1231","19.38","","Posted","2558.23"
"6/30/2024","","Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 06782 GAINESVILLE FLDate 06/27/24 0 4179059238 2 5499Card 1231","10.93","","Posted","2577.61"
"6/30/2024","","Withdrawal POS #000000585907/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","30.7","","Posted","2588.54"
"6/30/2024","","Withdrawal POS #000000000002/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231","3","","Posted","2619.24"
"6/29/2024","","Withdrawal POS #000000794238/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231","102","","Posted","2622.24"
"6/28/2024","","Withdrawal ATM Fee/EFT 6419 W Newberry Rd Gainesville FLCard 1231","2","","Posted","2724.24"
"6/28/2024","","Withdrawal at ATM #000000187788/EFT 6419 W Newberry Rd Gainesville FLCard 1231","58","","Posted","2726.24"
"6/27/2024","","Withdrawal POS #000000000163/CIRCLE K # 06782 5237 GAINESVILLE FLCard 1231","10.83","","Posted","2784.24"
"6/26/2024","","Deposit Home Banking Transfer 0090/From CHAPLINSKI,LEON 3496297 Share 0000","","2800","Posted","2795.07"
"6/25/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/NOTION LABS, INC. SAN FRANCISC CADate 06/24/24 0 4176845324 0 7372Card 1231","28","","Posted","-4.93"
"6/25/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/FS *ADOBE SANTA BARBAR CADate 06/24/24 0 4176843252 0 5734Card 1231","0.95","","Posted","23.07"
"6/24/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/VIDIQ SAN FRANCISC CADate 06/23/24 0 4175962388 0 5734Card 1231","10","","Posted","24.02"
"6/22/2024","","Withdrawal POS #000000222542/WAWA 5325 2373 SW ARCHER ROADFLCard 1231","21.03","","Posted","34.02"
"6/22/2024","","Withdrawal POS #000000736979/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 1231","3.57","","Posted","55.05"
"6/21/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04188-40633252 CAMDEN DEDate 06/20/24 0 4172950372 0 7221Card 1231","12.99","","Posted","58.62"
"6/21/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/TUBEBUDDYCOM 8668823239 CADate 06/20/24 0 4172966177 0 5734Card 1231","7.5","","Posted","71.61"
"6/20/2024","","Withdrawal POS #000000062103/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","27.17","","Posted","79.11"
"6/20/2024","","Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090","","100","Posted","106.28"
"6/20/2024","","Withdrawal POS #000075513000/WAWA 5325 2373 SW ARCHER ROADFLCard 1231","7.91","","Posted","6.28"
"6/20/2024","","Withdrawal POS #000003380654/GOOGLE *YouTubePremium 1600 AmphitheatreParkw Mountain View CACard 1231","15.92","","Posted","14.19"
"6/19/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI SAN FRANCISC CADate 06/19/24 0 4171146931 1 5734Card 1231","15.07","","Posted","30.11"
"6/19/2024","","Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 06/18/24 0 4170210550 0 5734Card 1231","0.05","","Posted","45.18"
"6/19/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/SAVE TO NOTION VAUREAL ILDate 06/18/24 0 4170210550 0 5734Card 1231","5.99","","Posted","45.23"
"6/19/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/WORDPRESS JTXC3339UX SAN FRANCISC CADate 06/18/24 0 4170210352 0 5734Card 1231","9","","Posted","51.22"
"6/19/2024","","Withdrawal Debit Card MC Debit Seminol/MYDESIGNS.IO LAS VEGAS NVDate 06/18/24 0 4170210349 0 5734Card 1231","24.26","","Posted","60.22"
"6/19/2024","","Withdrawal Debit Card MC Debit Seminol/MYDESIGNS.IO LAS VEGAS NVDate 06/18/24 0 4170210348 0 5734Card 1231","22.77","","Posted","84.48"
"6/18/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 06/17/24 0 4169773640 0 5734Card 1231","15","","Posted","107.25"
"6/18/2024","","Withdrawal POS #000010941641/CIRCLE K # 26146 3525 GAINESVILLE FLCard 1231","32.54","","Posted","122.25"
"6/18/2024","","Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090","","200","Posted","154.79"
"6/17/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/LINKTREE* LINKTREE VENICE CADate 06/16/24 0 4168933314 0 7399Card 1231","9","","Posted","-45.21"
"6/17/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS - PRO - MON LAS VEGAS NVDate 06/16/24 0 4168024493 1 5734Card 1231","29.99","","Posted","-36.21"
"6/17/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* LEONARDOAI ASTORIA NYDate 06/16/24 0 4168303365 0 5817Card 1231","9","","Posted","-6.22"
"6/17/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP ASTORIA NYDate 06/16/24 0 4168931750 0 5817Card 1231","12.49","","Posted","2.78"
"6/17/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/WWW.EVERBEE.IO AUSTIN TXDate 06/16/24 0 4168931700 0 5734Card 1231","29.99","","Posted","15.27"
"6/17/2024","","Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 06/17/24 0 4169858722 0 5734Card 1231","0.06","","Posted","45.26"
"6/17/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/IDEOGRAM AI TORONTO ONDate 06/17/24 0 4169858722 0 5734Card 1231","8","","Posted","45.32"
"6/17/2024","","Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB","42.9","","Posted","53.32"
"6/16/2024","","Withdrawal POS #000000909995/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","26.42","","Posted","96.22"
"6/16/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/PP*DOORDASH BURGERKIN 4029357733 CADate 06/13/24 0 4165038114 2 5812Card 1231","23.7","","Posted","122.64"
"6/16/2024","","Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 06/15/24 0 4167922806 1 5734Card 1231","0.13","","Posted","146.34"
"6/16/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/VANCEAI CENTRAL HODate 06/15/24 0 4167922806 1 5734Card 1231","15.9","","Posted","146.47"
"6/16/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 06/15/24 0 4167495198 2 5818Card 1231","9.99","","Posted","162.37"
"6/14/2024","","Withdrawal Debit Card MC Debit Seminol/PIKA.ART PALO ALTO CADate 06/13/24 0 4165935401 0 5734Card 1231","10","","Posted","172.36"
"6/14/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 06/13/24 0 4165297516 0 5734Card 1231","15","","Posted","182.36"
"6/14/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/D-ID STUDIO WILMINGTON DEDate 06/13/24 0 4165935259 0 7399Card 1231","5.9","","Posted","197.36"
"6/14/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/SUNO INC. CAMBRIDGE MADate 06/13/24 0 4165296878 0 5734Card 1231","10","","Posted","203.26"
"6/14/2024","","Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 06/14/24 0 4166958438 0 5734Card 1231","0.03","","Posted","213.26"
"6/14/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/ETSYHUNT TECH SINGAPORE SGDate 06/14/24 0 4166958438 0 5734Card 1231","3.99","","Posted","213.29"
"6/14/2024","","Withdrawal Debit Card MC Debit Seminol/WAWA CARD RELOAD MEDIA PADate 06/12/24 0 4164067788 1 6540Card 1231","20","","Posted","217.28"
"6/14/2024","","Withdrawal POS #000000000069/CIRCLE K # 26146 3525 GAINESVILLE FLCard 1231","28.89","","Posted","237.28"
"6/13/2024","","Withdrawal Debit Card MC Debit Seminol/CANNAMD 855-4209170 FLDate 06/12/24 0 4164913043 0 8011Card 1231","50","","Posted","266.17"
"6/13/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 06/13/24 0 4165138639 1 5818Card 1231","15.99","","Posted","316.17"
"6/13/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 06/13/24 0 4165138632 1 5818Card 1231","2.99","","Posted","332.16"
"6/13/2024","","Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB","75","","Posted","335.15"
"6/13/2024","","Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550CO: AppFolio, Inc. FNAME: Steven chaplinskiEntry Class Code: WEB","2.49","","Posted","410.15"
"6/12/2024","","Withdrawal POS #000000728249/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","38.24","","Posted","412.64"
"6/12/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI SAN FRANCISC CADate 06/12/24 0 4164955921 0 5734Card 1231","15.01","","Posted","450.88"
"6/12/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP NEW YORK NYDate 06/12/24 0 4164955257 0 5817Card 1231","9.99","","Posted","465.89"
"6/11/2024","","Withdrawal POS #000009220158/WALGREENS 2415 SW 75TH 2415 SW 75TH STGAINESVILLE FLCard 1231","4.3","","Posted","475.88"
"6/11/2024","","Withdrawal POS #000009214940/WALGREENS 2415 SW 75TH 2415 SW 75TH STGAINESVILLE FLCard 1231","29.58","","Posted","480.18"
"6/11/2024","","Deposit ACH ETSY, INC./TYPE: PAYOUT ID: 1357612331CO: ETSY, INC.Entry Class Code: PPD","","23.2","Posted","509.76"
"6/10/2024","","Recurring Withdrawal Adjustment - Debit Card Credit Voucher/GOOGLE ADS7127436844 MOUNTAIN VIE CADate 06/09/24 0 4161975802 0 7311Card 2801","","0.06","Posted","486.56"
"6/9/2024","","Withdrawal POS #000000794668/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231","3","","Posted","486.5"
"6/9/2024","","Withdrawal POS #000000000005/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231","90.66","","Posted","489.5"
"6/9/2024","","Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 06/07/24 0 4159311957 2 5912Card 1231","10.81","","Posted","580.16"
"6/9/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 06/07/24 0 4159617075 1 5818Card 1231","2.99","","Posted","590.97"
"6/9/2024","","Withdrawal POS #000000596566/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","34.24","","Posted","593.96"
"6/7/2024","","Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 06/06/24 0 4158037132 1 4899Card 1231","142.13","","Posted","628.2"
"6/6/2024","","Withdrawal POS #000000792685/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231","3","","Posted","770.33"
"6/6/2024","","Withdrawal POS #000000793127/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231","81","","Posted","773.33"
"6/6/2024","","Withdrawal Bill Payment #000000144331/GRU EZ PAY 301 SE 4TH AVE 301 SE 4TH AVCard 1231","161.55","","Posted","854.33"
"6/6/2024","","Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 06/06/24 0 4158976711 0 5734Card 1231","16.99","","Posted","1015.88"
"6/6/2024","","Withdrawal POS #000000431904/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231","28.64","","Posted","1032.87"
"6/6/2024","","Recurring Withdrawal Bill Payment - #000000178852/NETFLIX COM LOS GATOS CACard 1231","13.81","","Posted","1061.51"
"6/5/2024","","Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI *CHATGPT SUBSCR SAN FRANCISC CADate 06/04/24 0 4156605279 0 5734Card 1231","20","","Posted","1075.32"
"6/5/2024","","Withdrawal Debit Card MC Debit Seminol/1473 - QUINN EYE CENTE GAINESVILLE FLDate 06/04/24 0 4156985542 0 8042Card 1231","54","","Posted","1095.32"
"6/5/2024","","Withdrawal Bill Payment #000009216703/PAYPAL *PARAMNTPLUS 2211 North FirstStreet 8882211161 CACard 1231","13.81","","Posted","1149.32"
"6/4/2024","","Withdrawal POS #000000775534/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231","111.29","","Posted","1163.13"
