Post Date,Check,Description,Debit,Credit,Status,Balance,date,amount,vendor_group,amount_grouped
11/5/2024,,Withdrawal POS #000000794627/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.56,,Posted,1069.93,2024-11-05,34.56,Withdrawal POS #000000616677/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.76
11/4/2024,,"Withdrawal Bill Payment #000000195926/Adobe Park Avenue,345 San Jose CACard 1231",19.99,,Posted,1104.49,2024-11-04,19.99,"Withdrawal Bill Payment #000000352498/Adobe Park Avenue,345 San Jose CACard 1247",19.99
11/4/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 11/03/24 0 4308505507 0 5734Card 1231,15.0,,Posted,1124.48,2024-11-04,15.0,Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 12/17/24 0 4352703539 1 5734Card 1231,15.094999999999999
11/4/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/SALESAMURAI SOFTWARE BOULDER CODate 11/04/24 0 4309610111 1 5734Card 1231,1.0,,Posted,1139.48,2024-11-04,1.0,Recurring Withdrawal Debit Card - MC Debit Seminol/SALESAMURAI SOFTWARE BOULDER CODate 11/04/24 0 4309610111 1 5734Card 1231,1.0
11/4/2024,,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 11/03/24 0 4308603683 1 5912Card 1231,27.97,,Posted,1140.48,2024-11-04,27.97,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 04/14/24 0 4105827629 0 5912Card 1231,28.46
11/4/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 11/04/24 0 4309601161 1 5818Card 1231,2.99,,Posted,1168.45,2024-11-04,2.99,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 11/11/24 0 4316616811 0 5818Card 1231,2.99
11/4/2024,,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB,1179.0,,Posted,1171.44,2024-11-04,1179.0,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoEntry Class Code: WEB,1179.0
11/4/2024,,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550CO: AppFolio, Inc. FNAME: Steven chaplinskiEntry Class Code: WEB",2.49,,Posted,2350.44,2024-11-04,2.49,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550

CO: AppFolio, Inc. F

NAME: Steven chaplinskiEntry Class Code: WEB",2.49
11/3/2024,,Withdrawal POS #000000212529/AMAZON.COM*HG16B6833 SEATTLE WACard 1231,45.43,,Posted,2352.93,2024-11-03,45.43,Withdrawal POS #000000000021/AMAZON.COM*TQ9TB8YN3 SEATTLE WACard 1231,45.43
11/3/2024,,Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 11/01/24 0 4306766970 1 4816Card 1231,0.68,,Posted,2398.36,2024-11-03,0.68,Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 12/29/24 0 4364954464 0 4816Card 1231,0.8400000000000001
11/3/2024,,"Withdrawal Bill Payment #000000227815/Adobe Park Avenue,345 San Jose CACard 1231",34.99,,Posted,2399.04,2024-11-03,34.99,"Withdrawal Bill Payment #000000352498/Adobe Park Avenue,345 San Jose CACard 1247",34.99
11/3/2024,,Withdrawal POS #000000000013/CIRCLE K # 06782 5237 GAINESVILLE FLCard 1231,12.83,,Posted,2434.03,2024-11-03,12.83,Withdrawal POS #000000882351/CIRCLE K # 06782 GAINESVILLE FLCard 1140,13.165
11/2/2024,,Withdrawal POS #000000000021/AMAZON.COM*TQ9TB8YN3 SEATTLE WACard 1231,30.45,,Posted,2446.86,2024-11-02,30.45,Withdrawal POS #000000000021/AMAZON.COM*TQ9TB8YN3 SEATTLE WACard 1231,30.45
11/2/2024,,Withdrawal POS #000000680703/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.88,,Posted,2477.31,2024-11-02,34.88,Withdrawal POS #000000616677/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.76
11/2/2024,,Withdrawal Bill Payment #000000353116/Disney PLUS Recurring 1375 Buena VistaDrive Lake Buena Vi FLCard 1231,18.41,,Posted,2512.19,2024-11-02,18.41,Withdrawal Bill Payment #000000352178/Disney PLUS Recurring 1375 Buena VistaDrive Lake Buena Vi FLCard 1231,18.41
11/1/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS.IO LAS VEGAS NVDate 10/31/24 0 4305943289 0 5734Card 1231,30.57,,Posted,2530.6,2024-11-01,30.57,Withdrawal Debit Card MC Debit Seminol/MYDESIGNS.IO LAS VEGAS NVDate 01/07/24 0 4007751481 0 5734Card 2801,30.57
11/1/2024,,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,36.0,,Posted,2561.17,2024-11-01,36.0,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,36.0
10/31/2024,,Withdrawal POS #000000000000/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,70.69,,Posted,2597.17,2024-10-31,70.69,Withdrawal POS #000000000003/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,70.69
10/31/2024,,Withdrawal Debit Card MC Debit Seminol/WALGREENS #9304 GAINESVILLE FLDate 10/30/24 0 4304125853 1 5912Card 1231,10.81,,Posted,2667.86,2024-10-31,10.81,Withdrawal Debit Card MC Debit Seminol/WALGREENS #9304 GAINESVILLE FLDate 12/20/23 0 3354958966 0 5912Card 2801,10.81
10/30/2024,,Withdrawal POS #000000772673/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,59.1,,Posted,2678.67,2024-10-30,59.1,Withdrawal POS #000000792733/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,59.085
10/30/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/IC* INSTACART*SUBSCRIP SAN FRANCISC CADate 10/29/24 0 4303918463 0 5411Card 1231,9.99,,Posted,2665.77,2024-10-30,9.99,Recurring Withdrawal Debit Card - MC Debit Seminol/IC* INSTACART*SUBSCRIP SAN FRANCISC CADate 11/30/24 0 4335692546 1 5411Card 1231,9.99
10/30/2024,,Withdrawal POS #000000563213/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,38.64,,Posted,2675.76,2024-10-30,38.64,Withdrawal POS #000000555763/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,38.21
10/28/2024,,Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 10/27/24 0 4301061054 1 5734Card 1231,8.99,,Posted,-85.6,2024-10-28,8.99,Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 12/27/24 0 4362999827 1 5734Card 1231,8.99
10/27/2024,,Withdrawal CourtesyFeeDebit,35.0,,Posted,-76.61,2024-10-27,35.0,Withdrawal CourtesyFeeDebit,35.0
10/27/2024,,Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 10/26/24 0 4300913613 0 4816Card 1231,165.0,,Posted,-41.61,2024-10-27,165.0,Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 12/29/24 0 4364954464 0 4816Card 1231,165.0
10/27/2024,,Withdrawal POS #000000929659/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,18.89,,Posted,123.39,2024-10-27,18.89,Withdrawal POS #000000221295/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,18.89
10/26/2024,,Withdrawal POS #000000901989/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42,,Posted,142.28,2024-10-26,22.42,Withdrawal POS #000000909995/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42
10/25/2024,,Withdrawal POS #000000776690/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,72.0,,Posted,164.7,2024-10-25,72.0,Withdrawal POS #000000772291/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,72.0
10/25/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/FS *ADOBE SANTA BARBAR CADate 10/24/24 0 4298968563 0 5734Card 1231,0.95,,Posted,36.7,2024-10-25,0.95,Recurring Withdrawal Debit Card - MC Debit Seminol/FS *ADOBE SANTA BARBAR CADate 12/24/24 0 4359034647 1 5734Card 1231,0.95
10/25/2024,,Withdrawal POS #000000850898/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,25.96,,Posted,37.65,2024-10-25,25.96,Withdrawal POS #000000778591/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,25.96
10/24/2024,,Withdrawal POS #000000805070/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42,,Posted,63.61,2024-10-24,22.42,Withdrawal POS #000000235720/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42
10/23/2024,,Recurring Withdrawal Bill Payment - #000000864701/Netflix.com NETFLIX.COM LOS GATOS CACard 1231,17.84,,Posted,86.03,2024-10-23,17.84,Recurring Withdrawal Bill Payment - #000000864701/Netflix.com NETFLIX.COM LOS GATOS CACard 1231,17.84
10/23/2024,,Withdrawal POS #000000761115/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 1231,10.08,,Posted,103.87,2024-10-23,10.08,Withdrawal POS #000000741171/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 2801,10.08
10/23/2024,,Withdrawal POS #000000570907/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42,,Posted,113.95,2024-10-23,22.42,Withdrawal POS #000000235720/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42
10/22/2024,,Withdrawal POS #000000793069/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,55.94,,Posted,136.37,2024-10-22,55.94,Withdrawal POS #000000792733/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,55.94
10/21/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04310-27668476 CAMDEN DEDate 10/20/24 0 4294054048 1 7333Card 1231,12.99,,Posted,175.59,2024-10-21,12.99,Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04371-41297102 CAMDEN DEDate 12/20/24 0 4355594081 2 7333Card 1231,12.99
10/21/2024,,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,35.0,,Posted,188.58,2024-10-21,35.0,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,34.5
10/20/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI SAN FRANCISC CADate 10/18/24 0 4292079345 2 5734Card 1231,15.03,,Posted,223.58,2024-10-20,15.03,Withdrawal Debit Card MC Debit Seminol/OPENAI SAN FRANCISC CADate 02/16/24 0 4047896474 1 5734Card 1231,15.0325
10/20/2024,,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 10/18/24 0 4292359683 2 5734Card 1231,0.05,,Posted,238.61,2024-10-20,0.05,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 06/15/24 0 4167922806 1 5734Card 1231,0.08
10/20/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/SAVE TO NOTION VAUREAL ILDate 10/18/24 0 4292359683 2 5734Card 1231,5.99,,Posted,238.66,2024-10-20,5.99,Recurring Withdrawal Debit Card - MC Debit Seminol/SAVE TO NOTION VAUREAL ILDate 12/18/24 0 4353969048 0 5734Card 1231,5.99
10/20/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS.IO LAS VEGAS NVDate 10/18/24 0 4292077676 2 5734Card 1231,12.68,,Posted,244.65,2024-10-20,12.68,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS.IO LAS VEGAS NVDate 10/18/24 0 4292077676 2 5734Card 1231,12.68
10/20/2024,,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 10/19/24 0 4293358426 2 5817Card 1231,0.01,,Posted,257.33,2024-10-20,0.01,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 02/25/24 0 4056812425 0 4816Card 1231,0.13
10/20/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/CAPCUT SINGAPORE SGDate 10/19/24 0 4293358426 2 5817Card 1231,0.99,,Posted,257.34,2024-10-20,0.99,Recurring Withdrawal Debit Card - MC Debit Seminol/CAPCUT SINGAPORE SGDate 10/19/24 0 4293358426 2 5817Card 1231,0.99
10/18/2024,,Withdrawal POS #000000500838/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,,Posted,258.33,2024-10-18,37.78,Withdrawal POS #000000504303/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78
10/18/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/AMAZON PRIME*ZZ8XZ1T22 AMZN.COM/BIL WADate 10/17/24 0 4291354760 0 5968Card 1231,15.11,,Posted,296.11,2024-10-18,15.11,Recurring Withdrawal Debit Card - MC Debit Seminol/AMAZON PRIME*QP8EE86P3 AMZN.COM/BIL WADate 07/04/23 0 3185799509 0 5968Card 2801,15.13
10/17/2024,,Withdrawal POS #000000514838/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42,,Posted,71.22,2024-10-17,22.42,Withdrawal POS #000000488663/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42
10/17/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 10/17/24 0 4291148991 1 5734Card 1231,15.0,,Posted,93.64,2024-10-17,15.0,Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 12/17/24 0 4352703539 1 5734Card 1231,15.094999999999999
10/17/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* LEONARDOAI ASTORIA NYDate 10/16/24 0 4290347897 0 5817Card 1231,9.0,,Posted,108.64,2024-10-17,9.0,Withdrawal Debit Card MC Debit Seminol/PADDLE.NET* LEONARDOAI ASTORIA NYDate 10/26/23 0 3299263117 0 5817Card 2801,9.0
10/17/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP ASTORIA NYDate 10/16/24 0 4290896850 0 5817Card 1231,12.49,,Posted,117.64,2024-10-17,12.49,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP NEW YORK NYDate 10/14/24 0 4288882561 0 5817Card 1231,12.49
10/17/2024,,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 10/17/24 0 4291146721 1 5734Card 1231,0.06,,Posted,130.13,2024-10-17,0.06,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 05/12/21 0 1132191600 1 7372Card 2801,0.09500000000000001
10/17/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/IDEOGRAM AI TORONTO ONDate 10/17/24 0 4291146721 1 5734Card 1231,8.0,,Posted,130.19,2024-10-17,8.0,Recurring Withdrawal Debit Card - MC Debit Seminol/IDEOGRAM AI TORONTO ONDate 12/17/24 0 4352700468 1 5734Card 1231,8.0
10/16/2024,,"Recurring Withdrawal Debit Card - MC Debit Seminol/NOTION LABS, INC. SAN FRANCISC CADate 10/15/24 0 4289885767 0 7372Card 1231",10.0,,Posted,138.19,2024-10-16,10.0,"Recurring Withdrawal Debit Card - MC Debit Seminol/NOTION LABS, INC. SAN FRANCISC CADate 12/02/24 0 4337878572 0 7372Card 1231",10.0
10/16/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/RUNWAY STANDARD PLAN NEWARK DEDate 10/15/24 0 4289885711 0 5734Card 1231,15.0,,Posted,148.19,2024-10-16,15.0,Recurring Withdrawal Debit Card - MC Debit Seminol/RUNWAY STANDARD PLAN NEWARK DEDate 12/15/24 0 4350745942 1 5734Card 1231,15.0
10/16/2024,,Withdrawal POS #000000796464/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,60.0,,Posted,163.19,2024-10-16,60.0,Withdrawal POS #000000772291/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,60.0
10/16/2024,,Withdrawal POS #000000388399/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,32.42,,Posted,223.19,2024-10-16,32.42,Withdrawal POS #000000488663/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,32.42
10/15/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP NEW YORK NYDate 10/14/24 0 4288882561 0 5817Card 1231,9.99,,Posted,254.39,2024-10-15,9.99,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP NEW YORK NYDate 10/14/24 0 4288882561 0 5817Card 1231,9.495000000000001
10/14/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/D-ID STUDIO WILMINGTON DEDate 10/13/24 0 4287011811 1 7399Card 1231,5.9,,Posted,264.38,2024-10-14,5.9,Recurring Withdrawal Debit Card - MC Debit Seminol/D-ID STUDIO WILMINGTON DEDate 10/13/24 0 4287011811 1 7399Card 1231,5.9
10/11/2024,,Withdrawal POS #000000219736/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,,Posted,270.28,2024-10-11,34.24,Withdrawal POS #000000221295/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24
10/11/2024,,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 10/11/24 0 4285915368 0 5817Card 1231,0.08,,Posted,304.52,2024-10-11,0.08,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 12/11/21 0 1345316936 1 5817Card 2801,0.08666666666666667
10/11/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/CAPCUT SINGAPORE SGDate 10/11/24 0 4285915368 0 5817Card 1231,9.99,,Posted,304.6,2024-10-11,9.99,Recurring Withdrawal Debit Card - MC Debit Seminol/ETSYHUNT TECH SINGAPORE SGDate 06/14/24 0 4166958438 0 5734Card 1231,9.99
10/11/2024,,Withdrawal Debit Card MC Debit Seminol/AMAZON PRIME*NL5H74FI3 AMZN.COM/BIL WADate 10/11/24 0 4285071195 1 5818Card 1231,3.4,,Posted,314.59,2024-10-11,3.4,Withdrawal Debit Card MC Debit Seminol/AMAZON PRIME*XS2HD1WH3 AMZN.COM/BIL WADate 09/11/24 0 4255908162 0 5818Card 1231,3.4
10/11/2024,,Withdrawal ACH VENMO/TYPE: PAYMENT ID: 3264681992 CO: VENMONAME: AVATAR ARTSEntry Class Code: WEB,14.99,,Posted,317.99,2024-10-11,14.99,Withdrawal ACH VENMO/TYPE: PAYMENT ID: 3264681992 CO: VENMONAME: AVATAR ARTSEntry Class Code: WEB,14.99
10/10/2024,,Withdrawal ACH VENMO/TYPE: PAYMENT ID: 3264681992 CO: VENMONAME: AVATAR ARTSEntry Class Code: WEB,9.99,,Posted,332.98,2024-10-10,9.99,Withdrawal ACH VENMO/TYPE: PAYMENT ID: 3264681992 CO: VENMONAME: AVATAR ARTSEntry Class Code: WEB,9.99
10/9/2024,,Withdrawal POS #000000110496/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,,Posted,342.97,2024-10-09,37.78,Withdrawal POS #000000031004/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78
10/9/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/INVIDEO INC COUNTRY OF S DEDate 10/09/24 0 4283111145 1 5734Card 1231,60.0,,Posted,380.75,2024-10-09,60.0,Recurring Withdrawal Debit Card - MC Debit Seminol/INVIDEO INC COUNTRY OF S DEDate 12/09/24 0 4344808122 0 5734Card 1231,60.0
10/9/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS - PRO - MON LAS VEGAS NVDate 10/09/24 0 4283929863 0 5734Card 1231,29.99,,Posted,440.75,2024-10-09,29.99,Withdrawal Debit Card MC Debit Seminol/MYDESIGNS - PRO - MON LAS VEGAS NVDate 09/01/23 0 3244164229 1 5734Card 2801,29.99
10/9/2024,,Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 06782 GAINESVILLE FLDate 10/07/24 0 4281924124 0 5499Card 1231,33.08,,Posted,470.74,2024-10-09,33.08,Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 06782 GAINESVILLE FLDate 09/08/24 0 4252889868 0 5499Card 1231,33.08
10/9/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 10/08/24 0 4282739947 0 5818Card 1231,2.99,,Posted,503.82,2024-10-09,2.99,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 01/08/24 0 4008756344 0 5818Card 2801,2.99
10/9/2024,,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,33.0,,Posted,506.81,2024-10-09,33.0,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,32.5
10/9/2024,,Withdrawal POS #000020628140/GOOGLE *YouTubePremium 1600 AmphitheatreParkw Mountain View CACard 1231,9.1,,Posted,539.81,2024-10-09,9.1,"Withdrawal POS #000020312090/GOOGLE *YouTubePremium 1600 Amphitheatre

Parkw Mountain View CA

Card 1247",9.1
10/7/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/TUBEBUDDYCOM* 8668823239 CADate 10/07/24 0 4281084817 2 5734Card 1231,7.5,,Posted,548.91,2024-10-07,7.5,Recurring Withdrawal Debit Card - MC Debit Seminol/TUBEBUDDYCOM* 8668823239 CADate 12/03/24 0 4338443995 0 5045Card 1231,7.5
10/7/2024,,Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 10/06/24 0 4280082073 2 5734Card 1231,16.99,,Posted,556.41,2024-10-07,16.99,Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 12/27/24 0 4362999827 1 5734Card 1231,16.49
10/7/2024,,Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 06782 GAINESVILLE FLDate 10/05/24 0 4279070275 2 5499Card 1231,33.08,,Posted,573.4,2024-10-07,33.08,Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 06782 GAINESVILLE FLDate 09/08/24 0 4252889868 0 5499Card 1231,33.08
10/7/2024,,Withdrawal Debit Card MC Debit Seminol/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 10/06/24 0 4280069927 2 4900Card 1231,179.69,,Posted,606.48,2024-10-07,179.69,Withdrawal Debit Card MC Debit Seminol/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 12/05/24 0 4340279271 0 4900Card 1231,179.69
10/6/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI *CHATGPT SUBSCR SAN FRANCISC CADate 10/05/24 0 4279609183 4 5734Card 1231,20.0,,Posted,786.17,2024-10-06,20.0,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI *CHATGPT SUBSCR SAN FRANCISC CADate 12/04/24 0 4339869196 0 5734Card 1231,20.0
10/6/2024,,Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 10/05/24 0 4279888536 2 4816Card 1231,16.0,,Posted,806.17,2024-10-06,16.0,Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 12/29/24 0 4364954464 0 4816Card 1231,16.0
10/6/2024,,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 10/05/24 0 4279879417 2 5912Card 1231,15.0,,Posted,822.17,2024-10-06,15.0,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 04/14/24 0 4105827629 0 5912Card 1231,15.0
10/6/2024,,Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 10/05/24 0 4279871365 2 4899Card 1231,156.13,,Posted,837.17,2024-10-06,156.13,Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 12/04/24 0 4339376311 0 4899Card 1231,156.13
10/6/2024,,Withdrawal POS #000000592618/AMAZON.COM*PF74M5SG3 SEATTLE WACard 1231,10.74,,Posted,993.3,2024-10-06,10.74,Withdrawal POS #000000592618/AMAZON.COM*PF74M5SG3 SEATTLE WACard 1231,10.74
10/4/2024,,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 10/03/24 0 4277044624 1 7399Card 1231,0.47,,Posted,1004.04,2024-10-04,0.47,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 12/17/24 0 4352700468 1 5734Card 1231,0.47
10/4/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/CREATIVE FABRICA AMSTERDAM NHDate 10/03/24 0 4277044624 1 7399Card 1231,59.16,,Posted,1004.51,2024-10-04,59.16,Recurring Withdrawal Debit Card - MC Debit Seminol/CREATIVE FABRICA AMSTERDAM NHDate 10/03/24 0 4277044624 1 7399Card 1231,59.16
10/4/2024,,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 10/03/24 0 4277938820 0 5818Card 1231,2.99,,Posted,1063.67,2024-10-04,2.99,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 12/13/23 0 3347838871 0 5818Card 2801,2.99
10/4/2024,,Withdrawal POS #000000784928/AMAZON.COM*NG4MN0L33 SEATTLE WACard 1231,32.84,,Posted,1066.66,2024-10-04,32.84,Withdrawal POS #000000049785/AMAZON.COM*AV5RE3583 SEATTLE WACard 1231,32.84
10/3/2024,,Withdrawal POS #000000757832/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,46.35,,Posted,1099.5,2024-10-03,46.35,Withdrawal POS #000000778591/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,46.35
